subject	block	task	trial_no	datapoint	time	condition	x	y	tx	ty	status
1	6	simple	14	1	5349550	dot_20%_20%	412	368	0	0	fixation_onset
1	6	simple	14	2	5349594	dot_20%_20%	450	345	0	0	fixation_onset
1	6	simple	14	3	5349636	dot_20%_20%	356	264	0	0	fixation_onset
1	6	simple	14	4	5349677	dot_20%_20%	343	310	0	0	fixation_onset
1	6	simple	14	5	5349719	dot_20%_20%	485	317	0	0	fixation_onset
1	6	simple	14	6	5349759	dot_20%_20%	389	225	0	0	fixation_onset
1	6	simple	14	7	5349799	dot_20%_20%	349	203	0	0	fixation_onset
1	6	simple	14	8	5349841	dot_20%_20%	370	375	0	0	fixation_onset
1	6	simple	14	9	5349883	dot_20%_20%	386	352	0	0	fixation_onset
1	6	simple	14	10	5349923	dot_20%_20%	375	425	0	0	fixation_onset
1	6	simple	14	11	5349966	dot_20%_20%	388	410	0	0	fixation_onset
1	6	simple	14	12	5350007	dot_20%_20%	398	384	0	0	fixation_onset
1	6	simple	14	13	5350047	dot_20%_20%	429	311	0	0	fixation_onset
1	6	simple	14	14	5350088	dot_20%_20%	363	300	0	0	fixation_onset
1	6	simple	14	15	5350130	dot_20%_20%	227	263	0	0	fixation_onset
1	6	simple	14	16	5350170	dot_20%_20%	405	287	0	0	fixation_onset
1	6	simple	14	17	5350214	dot_20%_20%	430	281	0	0	fixation_onset
1	6	simple	14	18	5350253	dot_20%_20%	359	324	0	0	fixation_onset
1	6	simple	14	19	5350295	dot_20%_20%	350	351	0	0	fixation_onset
1	6	simple	14	20	5350339	dot_20%_20%	413	382	0	0	fixation_onset
1	6	simple	14	21	5350384	dot_20%_20%	373	192	0	0	fixation_onset
1	6	simple	14	22	5350425	dot_20%_20%	320	317	0	0	fixation_onset
1	6	simple	14	23	5350471	dot_20%_20%	387	308	0	0	fixation_onset
1	6	simple	14	24	5350520	dot_20%_20%	327	330	0	0	fixation_onset
1	6	simple	14	25	5350569	dot_20%_20%	421	350	0	0	fixation_onset
1	6	simple	14	26	5350612	dot_20%_20%	415	329	0	0	fixation_onset
1	6	simple	14	27	5350652	dot_20%_20%	442	451	0	0	fixation_onset
1	6	simple	14	28	5350693	dot_20%_20%	378	296	0	0	fixation_onset
1	6	simple	14	29	5350734	dot_20%_20%	355	291	0	0	fixation_onset
1	6	simple	14	30	5350775	dot_20%_20%	355	291	0	0	fixation_onset
1	6	simple	14	31	5350816	dot_20%_20%	391	383	0	0	fixation_onset
1	6	simple	14	32	5350857	dot_20%_20%	432	366	0	0	fixation_onset
1	6	simple	14	33	5350898	dot_20%_20%	365	291	0	0	fixation_onset
1	6	simple	14	34	5350938	dot_20%_20%	374	459	0	0	fixation_onset
1	6	simple	14	35	5350981	dot_20%_20%	376	395	0	0	fixation_onset
1	6	simple	14	36	5351021	dot_20%_20%	366	303	0	0	fixation_onset
1	6	simple	14	37	5351061	dot_20%_20%	384	393	0	0	fixation_onset
1	6	simple	14	38	5351103	dot_20%_20%	343	330	0	0	fixation_offset
1	6	simple	14	39	5351145	dot_20%_20%	422	430	0	0	fixation_offset
1	6	simple	14	40	5351185	dot_20%_20%	392	355	0	0	fixation_offset
1	6	simple	14	41	5351226	dot_20%_20%	366	392	0	0	fixation_offset
1	6	simple	14	42	5351266	dot_20%_20%	336	307	0	0	fixation_offset
1	6	simple	14	43	5351307	dot_20%_20%	374	368	0	0	fixation_offset
1	6	simple	14	44	5351349	dot_20%_20%	436	278	0	0	fixation_offset
1	6	simple	14	45	5351390	dot_20%_20%	475	359	0	0	fixation_offset
1	6	simple	14	46	5351430	dot_20%_20%	480	313	0	0	fixation_offset
1	6	simple	14	47	5351474	dot_20%_20%	478	366	0	0	fixation_offset
1	6	simple	14	48	5351518	dot_20%_20%	432	298	0	0	fixation_offset
1	6	simple	14	49	5351561	dot_20%_20%	436	317	0	0	fixation_offset
1	6	simple	14	50	5351604	dot_20%_20%	505	326	184	119	stimulus_onset
1	6	simple	14	51	5351678	dot_20%_20%	450	352	184	119	stimulus_onset
1	6	simple	14	52	5351723	dot_20%_20%	375	340	184	119	stimulus_onset
1	6	simple	14	53	5351764	dot_20%_20%	433	289	184	119	stimulus_onset
1	6	simple	14	54	5351804	dot_20%_20%	401	343	184	119	stimulus_onset
1	6	simple	14	55	5351845	dot_20%_20%	374	313	184	119	stimulus_onset
1	6	simple	14	56	5351886	dot_20%_20%	407	211	184	119	stimulus_onset
1	6	simple	14	57	5351928	dot_20%_20%	56	366	184	119	stimulus_onset
1	6	simple	14	58	5351967	dot_20%_20%	-165	340	184	119	stimulus_onset
1	6	simple	14	59	5352009	dot_20%_20%	-33	470	184	119	stimulus_onset
1	6	simple	14	60	5352050	dot_20%_20%	13	216	184	119	stimulus_onset
1	6	simple	14	61	5352139	dot_20%_20%	-74	434	184	119	stimulus_onset
1	6	simple	14	62	5352199	dot_20%_20%	64	412	184	119	stimulus_onset
1	6	simple	14	63	5352240	dot_20%_20%	64	470	184	119	stimulus_onset
1	6	simple	14	64	5352282	dot_20%_20%	173	616	184	119	stimulus_onset
1	6	simple	14	65	5352325	dot_20%_20%	193	607	184	119	stimulus_onset
1	6	simple	14	66	5352365	dot_20%_20%	-66	696	184	119	stimulus_onset
1	6	simple	14	67	5352405	dot_20%_20%	100	607	184	119	stimulus_onset
1	6	simple	14	68	5352446	dot_20%_20%	235	578	184	119	stimulus_onset
1	6	simple	14	69	5352486	dot_20%_20%	45	222	184	119	stimulus_onset
1	6	simple	14	70	5352531	dot_20%_20%	-124	239	184	119	stimulus_onset
1	6	simple	14	71	5352572	dot_20%_20%	-148	415	184	119	stimulus_onset
1	6	simple	14	72	5352613	dot_20%_20%	119	298	184	119	stimulus_onset
1	6	simple	14	73	5352655	dot_20%_20%	-8	377	184	119	stimulus_onset
1	6	simple	14	74	5352696	dot_20%_20%	-75	467	184	119	stimulus_onset
1	6	simple	14	75	5352736	dot_20%_20%	-50	504	184	119	stimulus_onset
1	6	simple	14	76	5352777	dot_20%_20%	-176	304	184	119	stimulus_onset
1	6	simple	14	77	5352818	dot_20%_20%	-219	173	184	119	stimulus_onset
1	6	simple	14	78	5352858	dot_20%_20%	0	417	184	119	stimulus_onset
1	6	simple	14	79	5352899	dot_20%_20%	-72	287	184	119	stimulus_onset
1	6	simple	14	80	5352941	dot_20%_20%	-311	-21	184	119	stimulus_onset
1	6	simple	14	81	5352981	dot_20%_20%	-238	863	184	119	stimulus_onset
1	6	simple	14	82	5353023	dot_20%_20%	-403	446	184	119	stimulus_onset
1	6	simple	14	83	5353064	dot_20%_20%	206	428	184	119	stimulus_onset
1	6	simple	14	84	5353105	dot_20%_20%	-70	404	184	119	stimulus_onset
1	6	simple	14	85	5353145	dot_20%_20%	84	193	184	119	stimulus_onset
1	6	simple	14	86	5353186	dot_20%_20%	177	240	184	119	stimulus_onset
1	6	simple	14	87	5353226	dot_20%_20%	137	214	184	119	stimulus_onset
1	6	simple	14	88	5353266	dot_20%_20%	169	476	184	119	stimulus_onset
1	6	simple	14	89	5353310	dot_20%_20%	222	510	184	119	stimulus_onset
1	6	simple	14	90	5353353	dot_20%_20%	124	294	184	119	stimulus_onset
1	6	simple	14	91	5353398	dot_20%_20%	51	271	184	119	stimulus_onset
1	6	simple	14	92	5353440	dot_20%_20%	69	304	184	119	stimulus_onset
1	6	simple	14	93	5353480	dot_20%_20%	-91	307	184	119	stimulus_onset
1	6	simple	14	94	5353522	dot_20%_20%	75	285	184	119	stimulus_onset
1	6	simple	14	95	5353565	dot_20%_20%	-290	442	184	119	stimulus_onset
1	6	simple	14	96	5353606	dot_20%_20%	-15	275	184	119	stimulus_onset
