subject	block	calibration_no	datapoint	time	x	y	cx	cy	distance	calibration_count
1	5	24	1	4735831	204	572	497	552	293	20
1	5	24	2	4735878	344	554	497	552	153	20
1	5	24	3	4735919	298	487	497	552	209	20
1	5	24	4	4735962	321	551	497	552	176	20
1	5	24	5	4736003	209	545	497	552	288	20
1	5	24	6	4736043	283	499	497	552	220	20
1	5	24	7	4736086	222	503	497	552	279	20
1	5	24	8	4736128	393	619	497	552	123	20
1	5	24	9	4736169	555	555	497	552	58	20
1	5	24	10	4736209	486	578	497	552	28	20
1	5	24	11	4736250	526	553	497	552	29	20
1	5	24	12	4736292	548	554	497	552	51	20
1	5	24	13	4736333	546	538	497	552	50	20
1	5	24	14	4736375	465	578	497	552	41	20
1	5	24	15	4736415	449	549	497	552	48	20
1	5	24	16	4736456	470	579	497	552	38	20
1	5	24	17	4736497	428	517	497	552	77	20
1	5	24	18	4736538	400	602	497	552	109	20
1	5	24	19	4736579	563	588	497	552	75	20
1	5	24	20	4736634	416	600	497	552	94	19
1	5	24	21	4736676	457	538	497	552	42	19
1	5	24	22	4736718	446	623	497	552	87	19
1	5	24	23	4736761	455	495	497	552	70	19
1	5	24	24	4736816	376	515	497	552	126	18
1	5	24	25	4736858	455	601	497	552	64	18
1	5	24	26	4736899	451	611	497	552	74	18
1	5	24	27	4736945	384	550	497	552	113	18
1	5	24	28	4736997	461	575	497	552	42	17
1	5	24	29	4737039	576	531	497	552	81	17
1	5	24	30	4737079	592	493	497	552	111	17
1	5	24	31	4737120	520	578	497	552	34	17
1	5	24	32	4737175	464	611	497	552	67	16
1	5	24	33	4737241	529	555	497	552	32	16
1	5	24	34	4737285	442	624	497	552	90	16
1	5	24	35	4737344	493	550	497	552	4	15
1	5	24	36	4737394	446	605	497	552	73	15
1	5	24	37	4737441	454	595	497	552	60	15
1	5	24	38	4737482	522	575	497	552	33	15
1	5	24	39	4737535	485	593	497	552	42	14
1	5	24	40	4737578	446	507	497	552	68	14
1	5	24	41	4737620	455	554	497	552	42	14
1	5	24	42	4737662	492	579	497	552	27	14
1	5	24	43	4737716	457	482	497	552	80	13
1	5	24	44	4737758	344	508	497	552	159	13
1	5	24	45	4737800	558	525	497	552	66	13
1	5	24	46	4737841	478	554	497	552	19	13
1	5	24	47	4737894	448	469	497	552	96	12
1	5	24	48	4737939	392	536	497	552	106	12
1	5	24	49	4737980	462	511	497	552	53	12
1	5	24	50	4738021	314	546	497	552	183	12
1	5	24	51	4738080	566	574	497	552	72	11
1	5	24	52	4738126	457	505	497	552	61	11
1	5	24	53	4738168	598	598	497	552	110	11
1	5	24	54	4738211	545	431	497	552	130	11
1	5	24	55	4738265	666	434	497	552	206	10
1	5	24	56	4738307	494	468	497	552	84	10
1	5	24	57	4738347	552	556	497	552	55	10
1	5	24	58	4738390	469	510	497	552	50	10
1	5	24	59	4738442	529	549	497	552	32	9
1	5	24	60	4738486	445	533	497	552	55	9
1	5	24	61	4738527	466	549	497	552	31	9
1	5	24	62	4738568	447	504	497	552	69	9
1	5	24	63	4738621	425	565	497	552	73	8
1	5	24	64	4738662	392	556	497	552	105	8
1	5	24	65	4738705	523	647	497	552	98	8
1	5	24	66	4738745	516	561	497	552	21	8
1	5	24	67	4738801	507	516	497	552	37	7
1	5	24	68	4738842	471	542	497	552	27	7
1	5	24	69	4738884	549	539	497	552	53	7
1	5	24	70	4738926	598	544	497	552	101	7
1	5	24	71	4738981	566	506	497	552	82	6
1	5	24	72	4739023	643	511	497	552	151	6
1	5	24	73	4739063	414	601	497	552	96	6
1	5	24	74	4739103	421	528	497	552	79	6
1	5	24	75	4739162	455	439	497	552	120	5
1	5	24	76	4739214	465	482	497	552	76	5
1	5	24	77	4739256	499	599	497	552	47	5
1	5	24	78	4739297	500	549	497	552	4	5
1	5	24	79	4739352	563	578	497	552	70	4
1	5	24	80	4739394	478	551	497	552	19	4
1	5	24	81	4739438	601	508	497	552	112	4
1	5	24	82	4739483	434	608	497	552	84	4
1	5	24	83	4739535	409	522	497	552	92	3
1	5	24	84	4739580	463	504	497	552	58	3
1	5	24	85	4739620	378	459	497	552	151	3
1	5	24	86	4739661	324	551	497	552	173	3
1	5	24	87	4739714	453	453	497	552	108	2
1	5	24	88	4739755	404	444	497	552	142	2
1	5	24	89	4739797	542	318	497	552	238	2
1	5	24	90	4739837	372	501	497	552	135	2
1	5	24	91	4739891	457	438	497	552	120	1
1	5	24	92	4739936	393	549	497	552	104	1
1	5	24	93	4739978	393	549	497	552	104	1
1	5	24	94	4740021	474	473	497	552	82	1
