subject	block	calibration_no	datapoint	time	x	y	cx	cy	distance	calibration_count
1	3	5	1	4084750	967	-2	497	335	578	20
1	3	5	2	4084794	845	142	497	335	397	20
1	3	5	3	4084839	994	59	497	335	568	20
1	3	5	4	4084885	879	104	497	335	446	20
1	3	5	5	4084933	922	104	497	335	483	20
1	3	5	6	4084974	907	99	497	335	473	20
1	3	5	7	4085015	892	144	497	335	438	20
1	3	5	8	4085056	408	442	497	335	139	20
1	3	5	9	4085098	374	416	497	335	147	20
1	3	5	10	4085139	400	618	497	335	299	20
1	3	5	11	4085181	272	579	497	335	331	20
1	3	5	12	4085221	380	375	497	335	123	20
1	3	5	13	4085261	465	343	497	335	32	20
1	3	5	14	4085304	465	348	497	335	34	20
1	3	5	15	4085345	497	459	497	335	124	20
1	3	5	16	4085390	552	266	497	335	88	20
1	3	5	17	4085431	541	317	497	335	47	20
1	3	5	18	4085471	464	334	497	335	33	20
1	3	5	19	4085513	487	315	497	335	22	20
1	3	5	20	4085569	485	312	497	335	25	19
1	3	5	21	4085611	492	336	497	335	5	19
1	3	5	22	4085656	569	268	497	335	98	19
1	3	5	23	4085698	529	321	497	335	34	19
1	3	5	24	4085753	471	280	497	335	60	18
1	3	5	25	4085794	580	287	497	335	95	18
1	3	5	26	4085834	625	281	497	335	138	18
1	3	5	27	4085878	481	381	497	335	48	18
1	3	5	28	4085934	482	288	497	335	49	17
1	3	5	29	4085977	535	229	497	335	112	17
1	3	5	30	4086017	574	393	497	335	96	17
1	3	5	31	4086057	606	283	497	335	120	17
1	3	5	32	4086111	543	329	497	335	46	16
1	3	5	33	4086152	649	261	497	335	169	16
1	3	5	34	4086194	529	294	497	335	52	16
1	3	5	35	4086238	558	344	497	335	61	16
1	3	5	36	4086301	575	373	497	335	86	15
1	3	5	37	4086348	549	329	497	335	52	15
1	3	5	38	4086389	587	298	497	335	97	15
1	3	5	39	4086435	567	370	497	335	78	15
1	3	5	40	4086488	523	248	497	335	90	14
1	3	5	41	4086531	613	310	497	335	118	14
1	3	5	42	4086572	631	234	497	335	167	14
1	3	5	43	4086612	569	301	497	335	79	14
1	3	5	44	4086668	540	292	497	335	60	13
1	3	5	45	4086710	440	329	497	335	57	13
1	3	5	46	4086752	495	376	497	335	41	13
1	3	5	47	4086795	654	259	497	335	174	13
1	3	5	48	4086852	522	311	497	335	34	12
1	3	5	49	4086894	427	320	497	335	71	12
1	3	5	50	4086934	365	371	497	335	136	12
1	3	5	51	4086980	497	219	497	335	116	12
1	3	5	52	4087033	468	305	497	335	41	11
1	3	5	53	4087076	456	232	497	335	110	11
1	3	5	54	4087117	570	240	497	335	119	11
1	3	5	55	4087158	570	240	497	335	119	11
1	3	5	56	4087212	547	335	497	335	50	10
1	3	5	57	4087254	597	307	497	335	103	10
1	3	5	58	4087297	504	317	497	335	19	10
1	3	5	59	4087338	569	293	497	335	83	10
1	3	5	60	4087392	515	368	497	335	37	9
1	3	5	61	4087433	501	312	497	335	23	9
1	3	5	62	4087473	499	421	497	335	86	9
1	3	5	63	4087522	605	346	497	335	108	9
1	3	5	64	4087576	504	346	497	335	13	8
1	3	5	65	4087620	513	339	497	335	16	8
1	3	5	66	4087662	470	357	497	335	34	8
1	3	5	67	4087702	487	370	497	335	36	8
1	3	5	68	4087756	547	329	497	335	50	7
1	3	5	69	4087798	404	268	497	335	114	7
1	3	5	70	4087839	329	342	497	335	168	7
1	3	5	71	4087881	384	380	497	335	121	7
1	3	5	72	4087934	392	346	497	335	105	6
1	3	5	73	4087975	506	394	497	335	59	6
1	3	5	74	4088017	239	569	497	335	348	6
1	3	5	75	4088080	369	421	497	335	154	6
1	3	5	76	4088138	457	387	497	335	65	5
1	3	5	77	4088182	437	409	497	335	95	5
1	3	5	78	4088222	319	455	497	335	214	5
1	3	5	79	4088267	269	492	497	335	276	5
1	3	5	80	4088322	479	391	497	335	58	4
1	3	5	81	4088364	487	448	497	335	113	4
1	3	5	82	4088407	491	479	497	335	144	4
1	3	5	83	4088447	221	591	497	335	376	4
1	3	5	84	4088502	376	348	497	335	121	3
1	3	5	85	4088543	455	343	497	335	42	3
1	3	5	86	4088586	477	360	497	335	32	3
1	3	5	87	4088631	520	504	497	335	170	3
1	3	5	88	4088685	525	416	497	335	85	2
1	3	5	89	4088733	515	319	497	335	24	2
1	3	5	90	4088789	516	311	497	335	30	2
1	3	5	91	4088838	524	273	497	335	67	2
1	3	5	92	4088904	501	358	497	335	23	1
1	3	5	93	4088954	521	215	497	335	122	1
1	3	5	94	4089011	555	233	497	335	117	1
