subject	block	task	trial_no	datapoint	time	condition	x	y	tx	ty	status
1	5	pursuit	2	1	4771921	pursuit_80%_20%_20%_20%	614	569	811	119	fixation_onset
1	5	pursuit	2	2	4771975	pursuit_80%_20%_20%_20%	484	433	811	119	fixation_onset
1	5	pursuit	2	3	4772017	pursuit_80%_20%_20%_20%	564	473	811	119	fixation_onset
1	5	pursuit	2	4	4772058	pursuit_80%_20%_20%_20%	509	459	811	119	fixation_onset
1	5	pursuit	2	5	4772098	pursuit_80%_20%_20%_20%	645	549	811	119	fixation_onset
1	5	pursuit	2	6	4772140	pursuit_80%_20%_20%_20%	571	446	811	119	fixation_onset
1	5	pursuit	2	7	4772184	pursuit_80%_20%_20%_20%	606	437	811	119	fixation_onset
1	5	pursuit	2	8	4772224	pursuit_80%_20%_20%_20%	706	253	811	119	fixation_onset
1	5	pursuit	2	9	4772267	pursuit_80%_20%_20%_20%	681	316	811	119	fixation_onset
1	5	pursuit	2	10	4772308	pursuit_80%_20%_20%_20%	792	251	811	119	fixation_onset
1	5	pursuit	2	11	4772349	pursuit_80%_20%_20%_20%	800	238	811	119	fixation_onset
1	5	pursuit	2	12	4772392	pursuit_80%_20%_20%_20%	711	179	811	119	fixation_onset
1	5	pursuit	2	13	4772432	pursuit_80%_20%_20%_20%	728	209	811	119	fixation_onset
1	5	pursuit	2	14	4772473	pursuit_80%_20%_20%_20%	735	198	811	119	fixation_onset
1	5	pursuit	2	15	4772514	pursuit_80%_20%_20%_20%	718	199	811	119	fixation_onset
1	5	pursuit	2	16	4772554	pursuit_80%_20%_20%_20%	701	121	811	119	fixation_onset
1	5	pursuit	2	17	4772596	pursuit_80%_20%_20%_20%	779	193	811	119	fixation_onset
1	5	pursuit	2	18	4772638	pursuit_80%_20%_20%_20%	666	215	811	119	fixation_onset
1	5	pursuit	2	19	4772678	pursuit_80%_20%_20%_20%	710	162	811	119	fixation_onset
1	5	pursuit	2	20	4772719	pursuit_80%_20%_20%_20%	781	183	811	119	fixation_onset
1	5	pursuit	2	21	4772759	pursuit_80%_20%_20%_20%	748	181	811	119	fixation_onset
1	5	pursuit	2	22	4772803	pursuit_80%_20%_20%_20%	793	224	811	119	fixation_onset
1	5	pursuit	2	23	4772856	pursuit_80%_20%_20%_20%	783	195	811	119	fixation_onset
1	5	pursuit	2	24	4772905	pursuit_80%_20%_20%_20%	735	177	811	119	fixation_onset
1	5	pursuit	2	25	4772954	pursuit_80%_20%_20%_20%	685	215	811	119	fixation_onset
1	5	pursuit	2	26	4772994	pursuit_80%_20%_20%_20%	748	220	811	119	fixation_onset
1	5	pursuit	2	27	4773036	pursuit_80%_20%_20%_20%	780	114	811	119	fixation_onset
1	5	pursuit	2	28	4773076	pursuit_80%_20%_20%_20%	780	189	811	119	fixation_onset
1	5	pursuit	2	29	4773117	pursuit_80%_20%_20%_20%	770	131	811	119	fixation_onset
1	5	pursuit	2	30	4773160	pursuit_80%_20%_20%_20%	767	117	811	119	fixation_onset
1	5	pursuit	2	31	4773200	pursuit_80%_20%_20%_20%	726	148	811	119	fixation_onset
1	5	pursuit	2	32	4773241	pursuit_80%_20%_20%_20%	773	104	811	119	fixation_onset
1	5	pursuit	2	33	4773285	pursuit_80%_20%_20%_20%	793	174	811	119	fixation_onset
1	5	pursuit	2	34	4773326	pursuit_80%_20%_20%_20%	707	178	811	119	fixation_onset
1	5	pursuit	2	35	4773368	pursuit_80%_20%_20%_20%	672	171	811	119	fixation_onset
1	5	pursuit	2	36	4773410	pursuit_80%_20%_20%_20%	713	163	811	119	fixation_onset
1	5	pursuit	2	37	4773452	pursuit_80%_20%_20%_20%	671	157	811	119	pursuit_start
1	5	pursuit	2	38	4773495	pursuit_80%_20%_20%_20%	671	157	811	119	pursuit_start
1	5	pursuit	2	39	4773539	pursuit_80%_20%_20%_20%	723	143	785	119	pursuit_start
1	5	pursuit	2	40	4773581	pursuit_80%_20%_20%_20%	712	111	785	119	pursuit_start
1	5	pursuit	2	41	4773622	pursuit_80%_20%_20%_20%	702	173	758	119	pursuit_start
1	5	pursuit	2	42	4773665	pursuit_80%_20%_20%_20%	734	160	758	119	pursuit_start
1	5	pursuit	2	43	4773706	pursuit_80%_20%_20%_20%	814	156	731	119	pursuit_start
1	5	pursuit	2	44	4773748	pursuit_80%_20%_20%_20%	693	181	731	119	pursuit_start
1	5	pursuit	2	45	4773790	pursuit_80%_20%_20%_20%	703	202	705	119	pursuit_start
1	5	pursuit	2	46	4773832	pursuit_80%_20%_20%_20%	732	243	705	119	pursuit_start
1	5	pursuit	2	47	4773873	pursuit_80%_20%_20%_20%	587	249	679	119	pursuit_start
1	5	pursuit	2	48	4773916	pursuit_80%_20%_20%_20%	610	235	679	119	pursuit_start
1	5	pursuit	2	49	4773960	pursuit_80%_20%_20%_20%	618	175	653	119	pursuit_start
1	5	pursuit	2	50	4774000	pursuit_80%_20%_20%_20%	634	176	653	119	pursuit_start
1	5	pursuit	2	51	4774043	pursuit_80%_20%_20%_20%	535	198	626	119	pursuit_start
1	5	pursuit	2	52	4774085	pursuit_80%_20%_20%_20%	557	237	626	119	pursuit_start
1	5	pursuit	2	53	4774127	pursuit_80%_20%_20%_20%	600	174	600	119	pursuit_start
1	5	pursuit	2	54	4774171	pursuit_80%_20%_20%_20%	517	281	600	119	pursuit_start
1	5	pursuit	2	55	4774219	pursuit_80%_20%_20%_20%	552	221	573	119	pursuit_start
1	5	pursuit	2	56	4774260	pursuit_80%_20%_20%_20%	615	201	573	119	pursuit_start
1	5	pursuit	2	57	4774302	pursuit_80%_20%_20%_20%	557	203	545	119	pursuit_start
1	5	pursuit	2	58	4774343	pursuit_80%_20%_20%_20%	683	192	545	119	pursuit_start
1	5	pursuit	2	59	4774384	pursuit_80%_20%_20%_20%	303	194	519	119	pursuit_start
1	5	pursuit	2	60	4774426	pursuit_80%_20%_20%_20%	381	211	519	119	pursuit_start
1	5	pursuit	2	61	4774467	pursuit_80%_20%_20%_20%	451	153	493	119	pursuit_start
1	5	pursuit	2	62	4774508	pursuit_80%_20%_20%_20%	357	148	493	119	pursuit_start
1	5	pursuit	2	63	4774550	pursuit_80%_20%_20%_20%	396	123	467	119	pursuit_start
1	5	pursuit	2	64	4774593	pursuit_80%_20%_20%_20%	388	130	467	119	pursuit_start
1	5	pursuit	2	65	4774635	pursuit_80%_20%_20%_20%	307	199	440	119	pursuit_start
1	5	pursuit	2	66	4774678	pursuit_80%_20%_20%_20%	404	195	440	119	pursuit_start
1	5	pursuit	2	67	4774719	pursuit_80%_20%_20%_20%	413	183	414	119	pursuit_start
1	5	pursuit	2	68	4774760	pursuit_80%_20%_20%_20%	413	166	414	119	pursuit_start
1	5	pursuit	2	69	4774802	pursuit_80%_20%_20%_20%	367	134	388	119	pursuit_start
1	5	pursuit	2	70	4774844	pursuit_80%_20%_20%_20%	263	165	388	119	pursuit_start
1	5	pursuit	2	71	4774887	pursuit_80%_20%_20%_20%	168	189	362	119	pursuit_start
1	5	pursuit	2	72	4774930	pursuit_80%_20%_20%_20%	224	207	362	119	pursuit_start
1	5	pursuit	2	73	4774977	pursuit_80%_20%_20%_20%	225	189	333	119	pursuit_start
1	5	pursuit	2	74	4775017	pursuit_80%_20%_20%_20%	307	234	333	119	pursuit_start
1	5	pursuit	2	75	4775060	pursuit_80%_20%_20%_20%	277	292	307	119	pursuit_start
1	5	pursuit	2	76	4775101	pursuit_80%_20%_20%_20%	230	203	307	119	pursuit_start
1	5	pursuit	2	77	4775143	pursuit_80%_20%_20%_20%	145	212	281	119	pursuit_start
1	5	pursuit	2	78	4775186	pursuit_80%_20%_20%_20%	118	157	281	119	pursuit_start
1	5	pursuit	2	79	4775226	pursuit_80%_20%_20%_20%	198	167	255	119	pursuit_start
1	5	pursuit	2	80	4775268	pursuit_80%_20%_20%_20%	194	143	255	119	pursuit_start
1	5	pursuit	2	81	4775311	pursuit_80%_20%_20%_20%	193	123	229	119	pursuit_start
1	5	pursuit	2	82	4775352	pursuit_80%_20%_20%_20%	148	90	229	119	pursuit_start
1	5	pursuit	2	83	4775394	pursuit_80%_20%_20%_20%	170	115	203	119	pursuit_start
1	5	pursuit	2	84	4775437	pursuit_80%_20%_20%_20%	164	172	203	119	pursuit_start
1	5	pursuit	2	85	4775477	pursuit_80%_20%_20%_20%	183	146	184	119	pursuit_end
1	5	pursuit	2	86	4775518	pursuit_80%_20%_20%_20%	215	168	184	119	pursuit_end
1	5	pursuit	2	87	4775562	pursuit_80%_20%_20%_20%	153	138	184	119	pursuit_end
1	5	pursuit	2	88	4775605	pursuit_80%_20%_20%_20%	247	168	184	119	pursuit_end
1	5	pursuit	2	89	4775646	pursuit_80%_20%_20%_20%	224	173	184	119	pursuit_end
1	5	pursuit	2	90	4775688	pursuit_80%_20%_20%_20%	153	119	184	119	pursuit_end
1	5	pursuit	2	91	4775736	pursuit_80%_20%_20%_20%	180	153	184	119	pursuit_end
1	5	pursuit	2	92	4775806	pursuit_80%_20%_20%_20%	67	202	184	119	pursuit_end
1	5	pursuit	2	93	4775852	pursuit_80%_20%_20%_20%	112	148	184	119	pursuit_end
1	5	pursuit	2	94	4775893	pursuit_80%_20%_20%_20%	164	160	184	119	pursuit_end
1	5	pursuit	2	95	4775935	pursuit_80%_20%_20%_20%	66	151	184	119	pursuit_end
1	5	pursuit	2	96	4775978	pursuit_80%_20%_20%_20%	119	200	184	119	pursuit_end
1	5	pursuit	2	97	4776020	pursuit_80%_20%_20%_20%	212	81	184	119	pursuit_end
