subject	block	calibration_no	datapoint	time	x	y	cx	cy	distance	calibration_count
1	1	12	1	109025	454	560	654	227	388	20
1	1	12	2	109051	436	568	654	227	404	20
1	1	12	3	109074	528	558	654	227	354	20
1	1	12	4	109100	528	558	654	227	354	20
1	1	12	5	109121	447	552	654	227	385	20
1	1	12	6	109144	486	518	654	227	336	20
1	1	12	7	109165	534	483	654	227	282	20
1	1	12	8	109186	534	483	654	227	282	20
1	1	12	9	109209	499	454	654	227	274	20
1	1	12	10	109230	601	604	654	227	380	20
1	1	12	11	109253	536	653	654	227	442	20
1	1	12	12	109275	407	471	654	227	347	20
1	1	12	13	109296	544	461	654	227	258	20
1	1	12	14	109318	544	461	654	227	258	20
1	1	12	15	109341	644	368	654	227	141	20
1	1	12	16	109365	685	393	654	227	168	20
1	1	12	17	109387	665	258	654	227	32	20
1	1	12	18	109410	653	151	654	227	76	20
1	1	12	19	109431	653	151	654	227	76	20
1	1	12	20	109452	698	284	654	227	72	20
1	1	12	21	109474	761	189	654	227	113	20
1	1	12	22	109495	700	191	654	227	58	20
1	1	12	23	109516	600	236	654	227	54	20
1	1	12	24	109538	665	257	654	227	31	20
1	1	12	25	109560	665	257	654	227	31	20
1	1	12	26	109582	764	223	654	227	110	20
1	1	12	27	109604	731	212	654	227	78	20
1	1	12	28	109626	782	217	654	227	128	20
1	1	12	29	109649	787	145	654	227	156	20
1	1	12	30	109672	843	183	654	227	194	20
1	1	12	31	109692	786	155	654	227	150	20
1	1	12	32	109718	786	155	654	227	150	20
1	1	12	33	109740	797	162	654	227	157	20
1	1	12	34	109762	808	134	654	227	179	20
1	1	12	35	109785	808	134	654	227	179	20
1	1	12	36	109821	834	173	654	227	187	19
1	1	12	37	109844	834	173	654	227	187	19
1	1	12	38	109866	762	104	654	227	163	19
1	1	12	39	109888	762	104	654	227	163	19
1	1	12	40	109909	765	206	654	227	112	19
1	1	12	41	109932	765	206	654	227	112	19
1	1	12	42	109966	580	264	654	227	82	18
1	1	12	43	109989	555	258	654	227	103	18
1	1	12	44	110011	772	227	654	227	118	18
