subject	block	calibration_no	datapoint	time	x	y	cx	cy	distance	calibration_count
1	6	18	1	5232091	620	255	340	444	337	20
1	6	18	2	5232135	596	214	340	444	344	20
1	6	18	3	5232177	607	312	340	444	297	20
1	6	18	4	5232217	622	286	340	444	323	20
1	6	18	5	5232257	647	234	340	444	371	20
1	6	18	6	5232299	631	199	340	444	380	20
1	6	18	7	5232340	633	290	340	444	331	20
1	6	18	8	5232380	465	509	340	444	140	20
1	6	18	9	5232423	540	415	340	444	202	20
1	6	18	10	5232463	479	453	340	444	139	20
1	6	18	11	5232507	455	496	340	444	126	20
1	6	18	12	5232550	410	491	340	444	84	20
1	6	18	13	5232591	472	505	340	444	145	20
1	6	18	14	5232633	482	498	340	444	151	20
1	6	18	15	5232675	457	470	340	444	119	20
1	6	18	16	5232715	471	388	340	444	142	20
1	6	18	17	5232757	472	446	340	444	132	20
1	6	18	18	5232800	534	445	340	444	194	20
1	6	18	19	5232841	391	411	340	444	60	20
1	6	18	20	5232895	451	499	340	444	123	19
1	6	18	21	5232936	430	416	340	444	94	19
1	6	18	22	5232977	468	400	340	444	135	19
1	6	18	23	5233018	451	364	340	444	136	19
1	6	18	24	5233071	446	558	340	444	155	18
1	6	18	25	5233113	498	383	340	444	169	18
1	6	18	26	5233153	366	493	340	444	55	18
1	6	18	27	5233193	377	414	340	444	47	18
1	6	18	28	5233247	333	455	340	444	13	17
1	6	18	29	5233291	448	535	340	444	141	17
1	6	18	30	5233333	407	509	340	444	93	17
1	6	18	31	5233373	386	463	340	444	49	17
1	6	18	32	5233429	364	467	340	444	33	16
1	6	18	33	5233471	462	441	340	444	122	16
1	6	18	34	5233515	436	505	340	444	113	16
1	6	18	35	5233562	415	400	340	444	86	16
1	6	18	36	5233623	406	519	340	444	99	15
1	6	18	37	5233676	503	440	340	444	163	15
1	6	18	38	5233720	550	365	340	444	224	15
1	6	18	39	5233774	484	504	340	444	156	14
1	6	18	40	5233817	555	398	340	444	219	14
1	6	18	41	5233858	482	399	340	444	148	14
1	6	18	42	5233901	515	525	340	444	192	14
1	6	18	43	5233954	509	387	340	444	178	13
1	6	18	44	5233997	528	369	340	444	202	13
1	6	18	45	5234038	430	409	340	444	96	13
1	6	18	46	5234079	378	505	340	444	71	13
1	6	18	47	5234136	454	498	340	444	126	12
1	6	18	48	5234178	323	441	340	444	17	12
1	6	18	49	5234220	359	469	340	444	31	12
1	6	18	50	5234261	349	470	340	444	27	12
1	6	18	51	5234316	402	436	340	444	62	11
1	6	18	52	5234357	377	457	340	444	39	11
1	6	18	53	5234399	380	417	340	444	48	11
1	6	18	54	5234443	379	424	340	444	43	11
1	6	18	55	5234498	377	440	340	444	37	10
1	6	18	56	5234545	417	394	340	444	91	10
1	6	18	57	5234611	414	483	340	444	83	10
1	6	18	58	5234658	459	424	340	444	120	10
1	6	18	59	5234714	409	462	340	444	71	9
1	6	18	60	5234757	379	469	340	444	46	9
1	6	18	61	5234799	372	473	340	444	43	9
1	6	18	62	5234841	351	409	340	444	36	9
1	6	18	63	5234898	355	379	340	444	66	8
1	6	18	64	5234942	365	473	340	444	38	8
1	6	18	65	5234983	308	361	340	444	88	8
1	6	18	66	5235025	448	425	340	444	109	8
1	6	18	67	5235079	437	448	340	444	97	7
1	6	18	68	5235121	459	526	340	444	144	7
1	6	18	69	5235164	440	418	340	444	103	7
1	6	18	70	5235205	355	381	340	444	64	7
1	6	18	71	5235260	453	392	340	444	124	6
1	6	18	72	5235302	448	345	340	444	146	6
1	6	18	73	5235344	388	331	340	444	122	6
1	6	18	74	5235387	363	446	340	444	23	6
1	6	18	75	5235448	317	488	340	444	49	5
1	6	18	76	5235492	368	460	340	444	32	5
1	6	18	77	5235537	415	443	340	444	75	5
1	6	18	78	5235580	417	387	340	444	95	5
1	6	18	79	5235634	413	387	340	444	92	4
1	6	18	80	5235677	340	412	340	444	32	4
1	6	18	81	5235718	414	399	340	444	86	4
1	6	18	82	5235759	423	370	340	444	111	4
1	6	18	83	5235812	371	441	340	444	31	3
1	6	18	84	5235853	304	422	340	444	42	3
1	6	18	85	5235894	317	397	340	444	52	3
1	6	18	86	5235935	355	457	340	444	19	3
1	6	18	87	5235988	330	389	340	444	55	2
1	6	18	88	5236029	358	393	340	444	54	2
1	6	18	89	5236071	363	460	340	444	28	2
1	6	18	90	5236113	379	479	340	444	52	2
1	6	18	91	5236165	360	400	340	444	48	1
1	6	18	92	5236210	414	505	340	444	95	1
1	6	18	93	5236252	304	460	340	444	39	1
1	6	18	94	5236294	361	415	340	444	35	1
