subject	block	calibration_no	datapoint	time	x	y	cx	cy	distance	calibration_count
1	1	16	1	124031	567	331	810	335	243	20
1	1	16	2	124057	650	276	810	335	170	20
1	1	16	3	124083	698	141	810	335	224	20
1	1	16	4	124110	698	141	810	335	224	20
1	1	16	5	124136	691	263	810	335	139	20
1	1	16	6	124163	628	341	810	335	182	20
1	1	16	7	124191	619	358	810	335	192	20
1	1	16	8	124217	604	345	810	335	206	20
1	1	16	9	124241	572	267	810	335	247	20
1	1	16	10	124268	638	347	810	335	172	20
1	1	16	11	124292	623	244	810	335	207	20
1	1	16	12	124320	662	245	810	335	173	20
1	1	16	13	124346	687	283	810	335	133	20
1	1	16	14	124371	628	351	810	335	182	20
1	1	16	15	124396	643	266	810	335	180	20
1	1	16	16	124422	595	247	810	335	232	20
1	1	16	17	124449	646	338	810	335	164	20
1	1	16	18	124474	646	338	810	335	164	20
1	1	16	19	124500	632	331	810	335	178	20
1	1	16	20	124525	696	376	810	335	121	20
1	1	16	21	124550	753	416	810	335	99	20
1	1	16	22	124580	686	302	810	335	128	20
1	1	16	23	124606	686	302	810	335	128	20
1	1	16	24	124630	686	322	810	335	124	20
1	1	16	25	124660	673	274	810	335	149	20
1	1	16	26	124685	692	352	810	335	119	20
1	1	16	27	124712	627	329	810	335	183	20
1	1	16	28	124737	655	340	810	335	155	20
1	1	16	29	124761	684	292	810	335	133	20
1	1	16	30	124790	675	298	810	335	139	20
1	1	16	31	124828	697	316	810	335	114	19
1	1	16	32	124858	634	283	810	335	183	19
1	1	16	33	124883	736	306	810	335	79	19
1	1	16	34	124911	736	306	810	335	79	19
1	1	16	35	124935	665	349	810	335	145	19
1	1	16	36	125118	560	10	810	335	410	18
1	1	16	37	125149	544	126	810	335	338	18
1	1	16	38	125189	724	448	810	335	142	17
1	1	16	39	125217	698	425	810	335	143	17
1	1	16	40	125243	675	455	810	335	180	17
1	1	16	41	125268	655	474	810	335	208	17
1	1	16	42	125295	646	510	810	335	239	17
1	1	16	43	125331	715	526	810	335	213	16
1	1	16	44	125359	732	460	810	335	147	16
1	1	16	45	125384	709	510	810	335	202	16
1	1	16	46	125409	776	609	810	335	276	16
1	1	16	47	125435	840	650	810	335	316	16
1	1	16	48	125473	775	454	810	335	124	15
1	1	16	49	125501	775	454	810	335	124	15
1	1	16	50	125525	770	548	810	335	216	15
1	1	16	51	125552	784	587	810	335	253	15
1	1	16	52	125578	766	524	810	335	194	15
1	1	16	53	125616	784	369	810	335	42	14
1	1	16	54	125646	790	373	810	335	42	14
1	1	16	55	125672	796	389	810	335	55	14
1	1	16	56	125698	771	493	810	335	162	14
1	1	16	57	125728	771	493	810	335	162	14
1	1	16	58	125765	777	465	810	335	134	13
1	1	16	59	125794	777	465	810	335	134	13
1	1	16	60	125820	775	473	810	335	142	13
1	1	16	61	125844	727	427	810	335	123	13
1	1	16	62	125873	727	427	810	335	123	13
1	1	16	63	125913	687	401	810	335	139	12
1	1	16	64	125941	799	366	810	335	32	12
1	1	16	65	125966	799	366	810	335	32	12
1	1	16	66	125993	795	364	810	335	32	12
1	1	16	67	126019	806	428	810	335	93	12
1	1	16	68	126056	748	369	810	335	70	11
1	1	16	69	126217	578	206	810	335	265	11
1	1	16	70	126246	549	291	810	335	264	11
1	1	16	71	126286	818	358	810	335	24	10
1	1	16	72	126312	737	309	810	335	77	10
1	1	16	73	126340	708	432	810	335	140	10
1	1	16	74	126367	756	423	810	335	103	10
1	1	16	75	126394	756	423	810	335	103	10
1	1	16	76	126433	716	450	810	335	148	9
1	1	16	77	126460	720	385	810	335	102	9
1	1	16	78	126487	747	355	810	335	66	9
1	1	16	79	126515	710	374	810	335	107	9
1	1	16	80	126540	760	377	810	335	65	9
1	1	16	81	126582	769	375	810	335	57	8
1	1	16	82	126609	775	375	810	335	53	8
1	1	16	83	126638	773	391	810	335	67	8
1	1	16	84	126664	798	384	810	335	50	8
1	1	16	85	126690	731	344	810	335	79	8
1	1	16	86	126728	759	318	810	335	53	7
1	1	16	87	126755	776	342	810	335	34	7
1	1	16	88	126783	776	342	810	335	34	7
1	1	16	89	126810	787	348	810	335	26	7
1	1	16	90	126836	807	423	810	335	88	7
1	1	16	91	126875	783	379	810	335	51	6
1	1	16	92	126905	766	289	810	335	63	6
1	1	16	93	126932	784	370	810	335	43	6
1	1	16	94	126958	784	370	810	335	43	6
1	1	16	95	126985	798	382	810	335	48	6
1	1	16	96	127027	782	353	810	335	33	5
1	1	16	97	127052	782	353	810	335	33	5
1	1	16	98	127082	793	384	810	335	51	5
1	1	16	99	127129	827	406	810	335	73	5
1	1	16	100	127156	821	378	810	335	44	5
1	1	16	101	127195	764	391	810	335	72	4
1	1	16	102	127369	474	205	810	335	360	4
1	1	16	103	127401	689	340	810	335	121	4
1	1	16	104	127439	767	346	810	335	44	3
1	1	16	105	127466	740	278	810	335	90	3
1	1	16	106	127492	807	449	810	335	114	3
1	1	16	107	127520	764	455	810	335	128	3
1	1	16	108	127546	846	394	810	335	69	3
1	1	16	109	127585	720	395	810	335	108	2
1	1	16	110	127611	720	395	810	335	108	2
1	1	16	111	127638	773	357	810	335	43	2
1	1	16	112	127668	793	379	810	335	47	2
1	1	16	113	127693	763	381	810	335	65	2
1	1	16	114	127734	784	388	810	335	59	1
1	1	16	115	127761	775	331	810	335	35	1
1	1	16	116	127787	702	426	810	335	141	1
1	1	16	117	127816	763	410	810	335	88	1
1	1	16	118	127843	777	362	810	335	42	1
