subject	block	calibration_no	datapoint	time	x	y	cx	cy	distance	calibration_count
1	2	8	1	349588	631	198	497	552	378	20
1	2	8	2	349632	631	222	497	552	356	20
1	2	8	3	349671	615	194	497	552	376	20
1	2	8	4	349728	672	259	497	552	341	20
1	2	8	5	349769	714	245	497	552	375	20
1	2	8	6	349807	712	197	497	552	415	20
1	2	8	7	349847	770	295	497	552	374	20
1	2	8	8	349885	719	293	497	552	341	20
1	2	8	9	349924	513	409	497	552	143	20
1	2	8	10	349967	502	448	497	552	104	20
1	2	8	11	350005	448	495	497	552	75	20
1	2	8	12	350045	396	434	497	552	155	20
1	2	8	13	350084	422	351	497	552	214	20
1	2	8	14	350126	466	541	497	552	32	20
1	2	8	15	350169	459	418	497	552	139	20
1	2	8	16	350210	448	379	497	552	179	20
1	2	8	17	350249	448	379	497	552	179	20
1	2	8	18	350286	445	449	497	552	115	20
1	2	8	19	350326	398	403	497	552	178	20
1	2	8	20	350365	304	435	497	552	225	20
1	2	8	21	350416	424	442	497	552	132	19
1	2	8	22	350458	437	417	497	552	147	19
1	2	8	23	350498	349	421	497	552	197	19
1	2	8	24	350539	357	413	497	552	197	19
1	2	8	25	350593	438	495	497	552	82	18
1	2	8	26	350635	364	453	497	552	165	18
1	2	8	27	350674	483	431	497	552	121	18
1	2	8	28	350859	485	416	497	552	136	17
1	2	8	29	350899	507	470	497	552	82	17
1	2	8	30	350939	493	576	497	552	24	17
1	2	8	31	350978	242	453	497	552	273	17
1	2	8	32	351028	573	399	497	552	170	16
1	2	8	33	351069	475	411	497	552	142	16
1	2	8	34	351107	441	441	497	552	124	16
1	2	8	35	351147	502	465	497	552	87	16
1	2	8	36	351198	473	490	497	552	66	15
1	2	8	37	351239	629	543	497	552	132	15
1	2	8	38	351277	612	511	497	552	122	15
1	2	8	39	351316	528	450	497	552	106	15
1	2	8	40	351368	549	351	497	552	207	14
1	2	8	41	351408	515	402	497	552	151	14
1	2	8	42	351449	525	407	497	552	147	14
1	2	8	43	351489	539	468	497	552	93	14
1	2	8	44	351541	590	454	497	552	135	13
1	2	8	45	351581	573	389	497	552	179	13
1	2	8	46	351620	450	505	497	552	66	13
1	2	8	47	351660	499	515	497	552	37	13
1	2	8	48	351718	567	416	497	552	152	12
1	2	8	49	351760	462	442	497	552	115	12
1	2	8	50	351798	528	439	497	552	117	12
1	2	8	51	351838	554	458	497	552	109	12
1	2	8	52	351889	491	386	497	552	166	11
1	2	8	53	351930	556	479	497	552	93	11
1	2	8	54	351969	545	444	497	552	118	11
1	2	8	55	352007	587	476	497	552	117	11
1	2	8	56	352060	551	494	497	552	79	10
1	2	8	57	352099	480	432	497	552	121	10
1	2	8	58	352139	541	508	497	552	62	10
1	2	8	59	352179	578	422	497	552	153	10
1	2	8	60	352347	594	173	497	552	391	9
1	2	8	61	352390	472	221	497	552	331	9
1	2	8	62	352442	517	441	497	552	112	8
1	2	8	63	352482	519	480	497	552	75	8
1	2	8	64	352521	489	495	497	552	57	8
1	2	8	65	352562	565	477	497	552	101	8
1	2	8	66	352614	497	440	497	552	112	7
1	2	8	67	352655	405	530	497	552	94	7
1	2	8	68	352697	483	496	497	552	57	7
1	2	8	69	352735	438	474	497	552	97	7
1	2	8	70	352790	414	391	497	552	181	6
1	2	8	71	352829	484	428	497	552	124	6
1	2	8	72	352869	376	468	497	552	147	6
1	2	8	73	352909	511	462	497	552	91	6
1	2	8	74	352961	607	469	497	552	137	5
1	2	8	75	353003	330	501	497	552	174	5
1	2	8	76	353043	467	565	497	552	32	5
1	2	8	77	353082	499	484	497	552	68	5
1	2	8	78	353135	507	510	497	552	43	4
1	2	8	79	353184	434	544	497	552	63	4
1	2	8	80	353225	500	519	497	552	33	4
1	2	8	81	353264	454	453	497	552	107	4
1	2	8	82	353332	528	454	497	552	102	3
1	2	8	83	353373	501	552	497	552	4	3
1	2	8	84	353412	477	472	497	552	82	3
1	2	8	85	353453	531	441	497	552	116	3
1	2	8	86	353505	580	476	497	552	112	2
1	2	8	87	353547	490	470	497	552	82	2
1	2	8	88	353588	486	572	497	552	22	2
1	2	8	89	353628	591	481	497	552	117	2
1	2	8	90	353682	601	533	497	552	105	1
1	2	8	91	353729	417	555	497	552	80	1
1	2	8	92	353917	367	437	497	552	173	1
1	2	8	93	353960	557	326	497	552	233	1
