subject	block	calibration_no	datapoint	time	x	y	cx	cy	distance	calibration_count
1	6	15	1	5219199	483	312	183	118	357	20
1	6	15	2	5219249	506	308	183	118	374	20
1	6	15	3	5219292	525	292	183	118	383	20
1	6	15	4	5219333	469	341	183	118	362	20
1	6	15	5	5219375	479	416	183	118	420	20
1	6	15	6	5219416	446	429	183	118	407	20
1	6	15	7	5219457	470	334	183	118	359	20
1	6	15	8	5219499	253	287	183	118	182	20
1	6	15	9	5219539	253	474	183	118	362	20
1	6	15	10	5219606	249	144	183	118	70	20
1	6	15	11	5219653	130	210	183	118	106	20
1	6	15	12	5219697	237	211	183	118	107	20
1	6	15	13	5219737	209	227	183	118	112	20
1	6	15	14	5219779	192	256	183	118	138	20
1	6	15	15	5219819	139	249	183	118	138	20
1	6	15	16	5219860	206	120	183	118	23	20
1	6	15	17	5219901	273	129	183	118	90	20
1	6	15	18	5219946	276	108	183	118	93	20
1	6	15	19	5219988	293	133	183	118	111	20
1	6	15	20	5220043	229	171	183	118	70	19
1	6	15	21	5220085	356	102	183	118	173	19
1	6	15	22	5220126	251	180	183	118	92	19
1	6	15	23	5220167	287	150	183	118	108	19
1	6	15	24	5220223	257	56	183	118	96	18
1	6	15	25	5220265	221	172	183	118	66	18
1	6	15	26	5220306	214	144	183	118	40	18
1	6	15	27	5220350	251	193	183	118	101	18
1	6	15	28	5220404	198	128	183	118	18	17
1	6	15	29	5220452	223	170	183	118	65	17
1	6	15	30	5220494	331	147	183	118	150	17
1	6	15	31	5220534	316	133	183	118	133	17
1	6	15	32	5220590	234	128	183	118	51	16
1	6	15	33	5220631	212	154	183	118	46	16
1	6	15	34	5220676	293	134	183	118	111	16
1	6	15	35	5220726	263	107	183	118	80	16
1	6	15	36	5220785	220	151	183	118	49	15
1	6	15	37	5220829	214	183	183	118	72	15
1	6	15	38	5220870	208	181	183	118	67	15
1	6	15	39	5220914	203	207	183	118	91	15
1	6	15	40	5220968	148	180	183	118	71	14
1	6	15	41	5221009	243	71	183	118	76	14
1	6	15	42	5221051	212	136	183	118	34	14
1	6	15	43	5221092	244	220	183	118	118	14
1	6	15	44	5221145	225	101	183	118	45	13
1	6	15	45	5221186	255	39	183	118	106	13
1	6	15	46	5221233	226	93	183	118	49	13
1	6	15	47	5221275	337	42	183	118	171	13
1	6	15	48	5221330	169	134	183	118	21	12
1	6	15	49	5221372	35	158	183	118	153	12
1	6	15	50	5221416	2	70	183	118	187	12
1	6	15	51	5221458	-39	94	183	118	223	12
1	6	15	52	5221510	157	111	183	118	26	11
1	6	15	53	5221552	1	142	183	118	183	11
1	6	15	54	5221595	-5	122	183	118	188	11
1	6	15	55	5221636	13	139	183	118	171	11
1	6	15	56	5221689	230	132	183	118	49	10
1	6	15	57	5221733	282	45	183	118	123	10
1	6	15	58	5221779	278	-8	183	118	157	10
1	6	15	59	5221821	243	116	183	118	60	10
1	6	15	60	5221874	256	22	183	118	120	9
1	6	15	61	5221917	260	146	183	118	81	9
1	6	15	62	5221959	247	60	183	118	86	9
1	6	15	63	5222000	244	-2	183	118	134	9
1	6	15	64	5222053	223	44	183	118	84	8
1	6	15	65	5222095	202	28	183	118	91	8
1	6	15	66	5222139	238	109	183	118	55	8
1	6	15	67	5222181	228	162	183	118	62	8
1	6	15	68	5222233	187	119	183	118	4	7
1	6	15	69	5222273	274	162	183	118	101	7
1	6	15	70	5222316	247	104	183	118	65	7
1	6	15	71	5222358	247	104	183	118	65	7
1	6	15	72	5222413	267	77	183	118	93	6
1	6	15	73	5222455	212	49	183	118	74	6
1	6	15	74	5222496	206	14	183	118	106	6
1	6	15	75	5222538	214	145	183	118	41	6
1	6	15	76	5222594	261	73	183	118	90	5
1	6	15	77	5222636	214	113	183	118	31	5
1	6	15	78	5222677	216	0	183	118	122	5
1	6	15	79	5222717	240	85	183	118	65	5
1	6	15	80	5222772	216	87	183	118	45	4
1	6	15	81	5222813	176	163	183	118	45	4
1	6	15	82	5222856	195	184	183	118	67	4
1	6	15	83	5222897	221	25	183	118	100	4
1	6	15	84	5222955	238	91	183	118	61	3
1	6	15	85	5222996	164	26	183	118	93	3
1	6	15	86	5223035	185	41	183	118	77	3
1	6	15	87	5223078	205	169	183	118	55	3
1	6	15	88	5223132	230	113	183	118	47	2
1	6	15	89	5223176	139	133	183	118	46	2
1	6	15	90	5223220	132	137	183	118	54	2
1	6	15	91	5223260	127	130	183	118	57	2
1	6	15	92	5223315	165	140	183	118	28	1
1	6	15	93	5223356	179	144	183	118	26	1
1	6	15	94	5223398	155	107	183	118	30	1
1	6	15	95	5223438	109	139	183	118	76	1
