subject	block	calibration_no	datapoint	time	x	y	cx	cy	distance	calibration_count
1	6	17	1	5227782	669	497	654	227	270	20
1	6	17	2	5227832	618	505	654	227	280	20
1	6	17	3	5227874	585	490	654	227	271	20
1	6	17	4	5227917	490	410	654	227	245	20
1	6	17	5	5227958	623	469	654	227	243	20
1	6	17	6	5227999	606	505	654	227	282	20
1	6	17	7	5228040	417	472	654	227	340	20
1	6	17	8	5228080	806	280	654	227	160	20
1	6	17	9	5228122	622	394	654	227	170	20
1	6	17	10	5228165	598	360	654	227	144	20
1	6	17	11	5228206	611	275	654	227	64	20
1	6	17	12	5228248	556	279	654	227	110	20
1	6	17	13	5228289	566	361	654	227	160	20
1	6	17	14	5228329	576	315	654	227	117	20
1	6	17	15	5228375	771	240	654	227	117	20
1	6	17	16	5228419	732	303	654	227	108	20
1	6	17	17	5228461	746	289	654	227	110	20
1	6	17	18	5228509	688	276	654	227	59	20
1	6	17	19	5228562	732	260	654	227	84	20
1	6	17	20	5228637	685	145	654	227	87	19
1	6	17	21	5228693	720	237	654	227	66	19
1	6	17	22	5228737	660	193	654	227	34	19
1	6	17	23	5228794	741	211	654	227	88	18
1	6	17	24	5228836	705	216	654	227	52	18
1	6	17	25	5228883	774	166	654	227	134	18
1	6	17	26	5228925	765	177	654	227	121	18
1	6	17	27	5228978	776	279	654	227	132	17
1	6	17	28	5229019	684	268	654	227	50	17
1	6	17	29	5229060	660	281	654	227	54	17
1	6	17	30	5229101	642	263	654	227	37	17
1	6	17	31	5229154	578	198	654	227	81	16
1	6	17	32	5229195	868	665	654	227	487	16
1	6	17	33	5229238	631	226	654	227	23	16
1	6	17	34	5229282	538	351	654	227	169	16
1	6	17	35	5229342	559	318	654	227	131	15
1	6	17	36	5229388	557	421	654	227	216	15
1	6	17	37	5229433	525	392	654	227	209	15
1	6	17	38	5229474	543	317	654	227	142	15
1	6	17	39	5229529	635	360	654	227	134	14
1	6	17	40	5229573	698	267	654	227	59	14
1	6	17	41	5229636	641	171	654	227	57	14
1	6	17	42	5229680	636	261	654	227	38	14
1	6	17	43	5229733	616	189	654	227	53	13
1	6	17	44	5229775	626	184	654	227	51	13
1	6	17	45	5229815	714	182	654	227	75	13
1	6	17	46	5229856	757	227	654	227	103	13
1	6	17	47	5229911	624	231	654	227	30	12
1	6	17	48	5229953	615	246	654	227	43	12
1	6	17	49	5229996	632	254	654	227	34	12
1	6	17	50	5230037	552	290	654	227	119	12
1	6	17	51	5230091	692	228	654	227	38	11
1	6	17	52	5230132	549	268	654	227	112	11
1	6	17	53	5230174	650	186	654	227	41	11
1	6	17	54	5230216	625	270	654	227	51	11
1	6	17	55	5230273	622	237	654	227	33	10
1	6	17	56	5230317	603	252	654	227	56	10
1	6	17	57	5230358	695	260	654	227	52	10
1	6	17	58	5230400	591	342	654	227	131	10
1	6	17	59	5230460	627	375	654	227	150	9
1	6	17	60	5230507	576	268	654	227	88	9
1	6	17	61	5230552	619	336	654	227	114	9
1	6	17	62	5230594	616	242	654	227	40	9
1	6	17	63	5230649	610	278	654	227	67	8
1	6	17	64	5230691	639	244	654	227	22	8
1	6	17	65	5230731	625	258	654	227	42	8
1	6	17	66	5230773	680	282	654	227	60	8
1	6	17	67	5230825	700	235	654	227	46	7
1	6	17	68	5230869	686	251	654	227	40	7
1	6	17	69	5230909	672	260	654	227	37	7
1	6	17	70	5230951	703	185	654	227	64	7
1	6	17	71	5231004	642	213	654	227	18	6
1	6	17	72	5231045	675	212	654	227	25	6
1	6	17	73	5231088	607	205	654	227	51	6
1	6	17	74	5231131	587	221	654	227	67	6
1	6	17	75	5231184	616	247	654	227	42	5
1	6	17	76	5231226	597	216	654	227	58	5
1	6	17	77	5231266	674	296	654	227	71	5
1	6	17	78	5231308	576	255	654	227	82	5
1	6	17	79	5231363	643	197	654	227	31	4
1	6	17	80	5231407	640	238	654	227	17	4
1	6	17	81	5231449	640	238	654	227	17	4
1	6	17	82	5231488	657	311	654	227	84	4
1	6	17	83	5231549	635	233	654	227	19	3
1	6	17	84	5231591	648	251	654	227	24	3
1	6	17	85	5231634	611	217	654	227	44	3
1	6	17	86	5231676	605	248	654	227	53	3
1	6	17	87	5231729	655	221	654	227	6	2
1	6	17	88	5231771	611	273	654	227	62	2
1	6	17	89	5231811	669	221	654	227	16	2
1	6	17	90	5231854	617	244	654	227	40	2
1	6	17	91	5231908	655	192	654	227	35	1
1	6	17	92	5231950	583	239	654	227	72	1
1	6	17	93	5231992	653	150	654	227	77	1
1	6	17	94	5232032	618	257	654	227	46	1
